profile_name,bi_threshold,cross_threshold,skill_ratio,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,bi_score,cross_score,matching_skills,total_skills,relevant
frontend-senior,0.5,0.5,0.3,237,"Senior Full-Stack / Frontend Engineer","ZYNT",senior,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; REST API; React; UX/UI","18000-22000 PLN",0.7939,0.9668,4,7,1
frontend-senior,0.5,0.5,0.3,10,"Senior Next.js Developer","Graftcode S.A.",senior,remote,Warszawa,"ReactJS; NodeJS; GitFLow; TypeScript; NextJS; AI; Docker; Web Services; English; Azure DevOps","17000-21000 PLN",0.7081,0.9666,3,10,1
frontend-senior,0.5,0.5,0.3,290,"Senior Fullstack Developer","TeaCode S.C.",senior,remote,Warszawa,"Supabase; Nest.js; TypeScript; Node.js; Next.js; React; React Native","20160-33600 PLN",0.6972,0.9654,4,7,1
frontend-senior,0.5,0.5,0.3,26,"Freelance Senior Full Stack Developer","TeaCode S.C.",senior,remote,Warszawa,"AWS; Nest.js; TypeScript; Node.js; Next.js; React","21840-30240 PLN",0.7632,0.9643,4,6,1
frontend-senior,0.5,0.5,0.3,16,"React Developer (React + Node.js)","Pretius",senior,remote,Warszawa,"TypeScript; Node.js; Angular; Docker; AWS Serverless; Kubernetes; React","21840-30240 PLN",0.694,0.9612,3,7,1
frontend-senior,0.5,0.5,0.3,41,"Senior Fullstack Developer (React, Node.js)","Future Processing",senior,remote,Gliwice,"AWS; Nest.js; TypeScript; Node.js; React; JavaScript","18480-26880 PLN",0.6712,0.9609,3,6,1
frontend-senior,0.5,0.5,0.3,42,"Senior Fullstack Engineer (React + Node.js)","SCALO",senior,remote,Kraków,"React; Angular; Node.js; TypeScript; AWS","21840-25200 PLN",0.7079,0.9601,3,5,1
frontend-senior,0.5,0.5,0.3,311,"Senior Full-Stack Engineer (NodeJS + React)","speedapp",senior,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Agile; React","24000-27000 PLN",0.7871,0.9483,3,5,1
frontend-senior,0.5,0.5,0.3,299,"Senior Full Stack Engineer","Next Technology Professionals",senior,remote,Warszawa,"Node.js; React; Microservices; REST API","20000-23000 PLN",0.7329,0.937,2,4,1
frontend-senior,0.5,0.5,0.3,83,"Fullstack Developer (AWS, Node.js, React)","Craftware",senior,remote,Warszawa,"AWS; PostgreSQL; TypeScript; Node.js; React; JavaScript","25200-33600 PLN",0.6899,0.924,3,6,1
frontend-senior,0.5,0.5,0.3,326,"Senior FullStack Developer","Pirxey",senior,remote,Gdańsk,"TypeScript; Node.js; Angular; Unit Testing; .Net; React; JavaScript; Analytical Thinking","13000-25000 PLN",0.7309,0.9236,3,8,0
frontend-senior,0.5,0.5,0.3,312,"Lead FullStack Software Engineer","N-iX",senior,remote,Kraków,"AWS; C#; TypeScript; Node.js; Angular; Next.js; HTML; Vue; React; CSS","22951-28503 PLN",0.6695,0.9168,4,10,0
frontend-senior,0.5,0.5,0.3,193,"Senior Fullstack Developer","speedapp",senior,remote,Warszawa,"PostgreSQL; TypeScript; Next.js; React","18000-20000 PLN",0.6993,0.9055,3,4,1
frontend-senior,0.5,0.5,0.3,150,"Senior Frontend Developer","ALTIMI",senior,remote,Wrocław,"Node.js; React; GraphQL","27841-30696 PLN",0.7273,0.8978,3,3,1
frontend-senior,0.5,0.5,0.3,297,"Senior Backend Developer (Node.js/TypeScript)","Relout",senior,remote,Warszawa,"Automated Testing; AWS; TypeScript; Node.js; Kubernetes","25000-32000 PLN",0.6997,0.8975,2,5,0
frontend-senior,0.5,0.5,0.3,261,"Full Stack Engineer","Latent AI",senior,remote,Tel Aviv-Yafo,"PostgreSQL; TypeScript; Next.js; React","22210-29614 PLN",0.6625,0.8867,3,4,1
frontend-senior,0.5,0.5,0.3,215,"Frontend Developer (JavaScript/ Angular/ Node.js)","TSS",senior,remote,Warszawa,"Git; TypeScript; Node.js; jQuery; React; JavaScript; Angular 2+","19000-22500 PLN",0.7273,0.8754,3,7,1
frontend-senior,0.5,0.5,0.3,331,"Senior Front-End Developer (Project Lead) eComm agency","commerce-ui",senior,remote,Gdańsk,"TypeScript; Next.js; React; CSS","22000-28000 PLN",0.6921,0.8727,3,4,1
frontend-senior,0.5,0.5,0.3,308,"Experienced Node.js Developer (Mid/Senior)","Future Mind",senior,remote,Warszawa,"TypeScript; Node.js; JavaScript (ES6+)","16000-22000 PLN",0.732,0.8641,2,3,0
frontend-senior,0.5,0.6,0.3,202,"Senior Full Stack Developer","WAYF",senior,remote,Poland (Remote),"PostgreSQL; TypeScript; Node.js; Next.js; React; React Native","18000-25000 PLN",0.7161,0.9735,4,6,1
frontend-senior,0.5,0.6,0.3,237,"Senior Full-Stack / Frontend Engineer","ZYNT",senior,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; REST API; React; UX/UI","18000-22000 PLN",0.7939,0.9668,4,7,1
frontend-senior,0.5,0.6,0.3,10,"Senior Next.js Developer","Graftcode S.A.",senior,remote,Warszawa,"ReactJS; NodeJS; GitFLow; TypeScript; NextJS; AI; Docker; Web Services; English; Azure DevOps","17000-21000 PLN",0.7081,0.9666,3,10,1
frontend-senior,0.5,0.6,0.3,290,"Senior Fullstack Developer","TeaCode S.C.",senior,remote,Warszawa,"Supabase; Nest.js; TypeScript; Node.js; Next.js; React; React Native","20160-33600 PLN",0.6972,0.9654,4,7,1
frontend-senior,0.5,0.6,0.3,26,"Freelance Senior Full Stack Developer","TeaCode S.C.",senior,remote,Warszawa,"AWS; Nest.js; TypeScript; Node.js; Next.js; React","21840-30240 PLN",0.7632,0.9643,4,6,1
frontend-senior,0.5,0.6,0.3,16,"React Developer (React + Node.js)","Pretius",senior,remote,Warszawa,"TypeScript; Node.js; Angular; Docker; AWS Serverless; Kubernetes; React","21840-30240 PLN",0.694,0.9612,3,7,1
frontend-senior,0.5,0.6,0.3,41,"Senior Fullstack Developer (React, Node.js)","Future Processing",senior,remote,Gliwice,"AWS; Nest.js; TypeScript; Node.js; React; JavaScript","18480-26880 PLN",0.6712,0.9609,3,6,1
frontend-senior,0.5,0.6,0.3,42,"Senior Fullstack Engineer (React + Node.js)","SCALO",senior,remote,Kraków,"React; Angular; Node.js; TypeScript; AWS","21840-25200 PLN",0.7079,0.9601,3,5,1
frontend-senior,0.5,0.6,0.3,311,"Senior Full-Stack Engineer (NodeJS + React)","speedapp",senior,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Agile; React","24000-27000 PLN",0.7871,0.9483,3,5,1
frontend-senior,0.5,0.6,0.3,299,"Senior Full Stack Engineer","Next Technology Professionals",senior,remote,Warszawa,"Node.js; React; Microservices; REST API","20000-23000 PLN",0.7329,0.937,2,4,1
frontend-senior,0.5,0.6,0.3,83,"Fullstack Developer (AWS, Node.js, React)","Craftware",senior,remote,Warszawa,"AWS; PostgreSQL; TypeScript; Node.js; React; JavaScript","25200-33600 PLN",0.6899,0.924,3,6,1
frontend-senior,0.5,0.6,0.3,326,"Senior FullStack Developer","Pirxey",senior,remote,Gdańsk,"TypeScript; Node.js; Angular; Unit Testing; .Net; React; JavaScript; Analytical Thinking","13000-25000 PLN",0.7309,0.9236,3,8,0
frontend-senior,0.5,0.6,0.3,312,"Lead FullStack Software Engineer","N-iX",senior,remote,Kraków,"AWS; C#; TypeScript; Node.js; Angular; Next.js; HTML; Vue; React; CSS","22951-28503 PLN",0.6695,0.9168,4,10,0
frontend-senior,0.5,0.6,0.3,193,"Senior Fullstack Developer","speedapp",senior,remote,Warszawa,"PostgreSQL; TypeScript; Next.js; React","18000-20000 PLN",0.6993,0.9055,3,4,1
frontend-senior,0.5,0.6,0.3,150,"Senior Frontend Developer","ALTIMI",senior,remote,Wrocław,"Node.js; React; GraphQL","27841-30696 PLN",0.7273,0.8978,3,3,1
frontend-senior,0.5,0.6,0.3,297,"Senior Backend Developer (Node.js/TypeScript)","Relout",senior,remote,Warszawa,"Automated Testing; AWS; TypeScript; Node.js; Kubernetes","25000-32000 PLN",0.6997,0.8975,2,5,0
frontend-senior,0.5,0.6,0.3,261,"Full Stack Engineer","Latent AI",senior,remote,Tel Aviv-Yafo,"PostgreSQL; TypeScript; Next.js; React","22210-29614 PLN",0.6625,0.8867,3,4,1
frontend-senior,0.5,0.6,0.3,215,"Frontend Developer (JavaScript/ Angular/ Node.js)","TSS",senior,remote,Warszawa,"Git; TypeScript; Node.js; jQuery; React; JavaScript; Angular 2+","19000-22500 PLN",0.7273,0.8754,3,7,1
frontend-senior,0.5,0.6,0.3,331,"Senior Front-End Developer (Project Lead) eComm agency","commerce-ui",senior,remote,Gdańsk,"TypeScript; Next.js; React; CSS","22000-28000 PLN",0.6921,0.8727,3,4,1
frontend-senior,0.5,0.6,0.3,308,"Experienced Node.js Developer (Mid/Senior)","Future Mind",senior,remote,Warszawa,"TypeScript; Node.js; JavaScript (ES6+)","16000-22000 PLN",0.732,0.8641,2,3,0
fullstack-junior,0.2,0.3,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.2,0.3,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.2,0.4,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.2,0.4,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.2,0.5,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.2,0.5,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.2,0.6,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.2,0.6,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.3,0.3,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.3,0.3,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.3,0.4,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.3,0.4,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.3,0.5,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.3,0.5,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.3,0.6,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.3,0.6,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.4,0.3,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.4,0.3,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.4,0.4,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.4,0.4,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.4,0.5,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.4,0.5,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.4,0.6,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.4,0.6,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.5,0.3,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.5,0.3,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.5,0.4,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.5,0.4,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.5,0.5,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.5,0.5,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.5,0.6,0.2,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.5,0.6,0.2,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.2,0.3,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.2,0.3,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.2,0.4,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.2,0.4,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.2,0.5,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.2,0.5,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.2,0.6,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.2,0.6,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.3,0.3,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.3,0.3,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.3,0.4,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.3,0.4,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.3,0.5,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.3,0.5,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.3,0.6,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.3,0.6,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.4,0.3,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.4,0.3,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.4,0.4,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.4,0.4,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.4,0.5,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.4,0.5,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.4,0.6,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.4,0.6,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.5,0.3,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.5,0.3,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.5,0.4,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.5,0.4,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.5,0.5,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.5,0.5,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-junior,0.5,0.6,0.3,184,"Junior AI Developera - part time/full time","Pirxey",junior,remote,Gdańsk,"TypeScript; Angular; Vue.js; HTML; React; CSS; JavaScript; Analytical Thinking","5800-8000 PLN",0.6855,0.799,4,8,0
fullstack-junior,0.5,0.6,0.3,120,"Junior React Developer","Link Group",junior,hybrid,Warszawa,"TypeScript; REST; HTML; API; React; JavaScript","10080-10920 PLN",0.5948,0.6496,3,6,1
fullstack-mid,0.2,0.3,0.2,61,"Typescript Developer (Node.js)","CrustLab",mid,remote,Kraków,"AWS; PostgreSQL; TypeScript; Node.js; Express.js; Docker; DDD; MongoDB","15000-20000 PLN",0.7601,0.9626,4,8,1
fullstack-mid,0.2,0.3,0.2,56,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,Warszawa,"PostreSQL; TypeScript; Node.js; REST API; React","15750-19950 PLN",0.7439,0.9561,4,5,1
fullstack-mid,0.2,0.3,0.2,116,"Fullstack Developer","speedapp",mid,remote,Warszawa,"PostgreSQL; TypeScript; Node.js; Next.js; HTML; REST API; React; CSS; UX/UI","18000-19999 PLN",0.8076,0.9556,5,9,1
fullstack-mid,0.2,0.3,0.2,7,"Node.js Engineer","SMART TOPAZ",mid,remote,Poland (Remote),"Git; PostgreSQL; Cloud; Node.js; Docker; JavaScript; RESTful API","20160-26880 PLN",0.7507,0.9423,3,7,1
fullstack-mid,0.2,0.3,0.2,190,"Fullstack Engineer (React & Node.js & Python)","Holisticon Connect",mid,remote,Wrocław,"AWS; TypeScript; Node.js; AI; Docker; API; React; JavaScript; Python","23520-26880 PLN",0.7409,0.9412,4,9,1
fullstack-mid,0.2,0.3,0.2,232,"Node.js | 100% remote | (3219)","RITS Professional Services",mid,remote,Warszawa,"Bazy Danych; TypeScript; Node.js; Angular; Testing; REST API; React; JavaScript","20160-23520 PLN",0.6664,0.9209,4,8,1
fullstack-mid,0.2,0.3,0.2,203,"Full Stack Developer","WAYF",mid,remote,Poland (Remote),"PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React Native","10000-17000 PLN",0.7139,0.9146,3,6,1
fullstack-mid,0.2,0.3,0.2,67,"Salesforce Engineer with frontend skills","Link Group",mid,hybrid,Warszawa,"C#; TypeScript; Node.js; Tailwind CSS; Salesforce; Next.js; React; UX/UI; Python","35000-47000 PLN",0.7827,0.9135,3,9,0
fullstack-mid,0.2,0.3,0.2,111,"Senior Full Stack Developer (Node.js + React)","DataArt",mid,remote,Wrocław,"AWS; Git; Node.js; PHP; Docker; MySQL; JavaScript; GraphQL","15000-19500 PLN",0.7253,0.9073,2,8,0
fullstack-mid,0.2,0.3,0.2,161,"Senior Full Stack Developer (Node.js + React)","DataArt",mid,remote,Wrocław,"AWS; Git; Node.js; PHP; Docker; MySQL; JavaScript; GraphQL","15000-17500 PLN",0.7253,0.9047,2,8,0
fullstack-mid,0.2,0.3,0.2,29,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,Warszawa,"Supabase; PostgreSQL; Nest.js; TypeScript; Node.js; Next.js; React; React Native","10080-20160 PLN",0.7664,0.9017,4,8,1
fullstack-mid,0.2,0.3,0.2,181,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,Warszawa,"AWS; TypeScript; Node.js; API; React","13000-15000 PLN",0.7256,0.8946,3,5,1
fullstack-mid,0.2,0.3,0.2,204,"Fullstack Developer (Node.js & Typescript)","7N",mid,hybrid,Warszawa,"PostgreSQL; TypeScript; REST; Node.js; HTML; GCP; CSS; SQL; GraphQL","25200-31920 PLN",0.7632,0.8724,3,9,1
fullstack-mid,0.2,0.3,0.2,44,"Web3 Backend Developer (EVM + Rust)","Next Enterprises Sp. z o.o.",mid,remote,Gdynia,"PostgreSQL; TypeScript; ether.js; Node.js; Docker; Rust; wagmi; Solidity","10000-12000 PLN",0.649,0.8659,4,8,0
fullstack-mid,0.2,0.3,0.2,260,"Full Stack Developer (Node.js+React)","Andersen",mid,remote,Budapest,"AWS; TypeScript; Node.js; React","6372-9371 PLN",0.6472,0.8325,3,4,1
fullstack-mid,0.2,0.3,0.2,325,"Fullstack Developer","tonik",mid,remote,Poznań,"PostgreSQL; Next.js; Docker; Rust; HTML; React; CSS; JavaScript; Python","18000-25000 PLN",0.7292,0.8114,3,9,0
fullstack-mid,0.2,0.3,0.2,45,"FullStack Engineer React/Node.js","Marska",mid,hybrid,Kraków,"AWS; TypeScript; Node.js; Angular; GCP; React","18060-25284 PLN",0.6752,0.7958,3,6,1
fullstack-mid,0.2,0.3,0.2,266,"Full Stack Software Engineer (Node.js, React.js, AWS)","Bayer Sp. z o.o.",mid,hybrid,Warszawa,"AWS; Git; TypeScript; Node.js; aws lambda; HTML; CSS; JavaScript","15000-21000 PLN",0.7243,0.7859,2,8,1
fullstack-mid,0.2,0.3,0.2,32,"Freelance Full Stack Developer","TeaCode S.C.",mid,remote,Warszawa,"AWS; Nest.js; TypeScript; Node.js; Next.js; React","10080-20160 PLN",0.7338,0.6904,3,6,1
